ablation,model,columns_added,pr_auc_mean_with,pr_auc_std_with,pr_auc_mean_without,delta_pr_auc,recall_at_k_mean_with,recall_at_k_mean_without,delta_recall_at_k,note
ambiguous,logreg,3,0.8570279251162841,0.015654631232640628,0.8181533264185121,0.03887459869777199,0.1723780817682974,0.1706236958033851,0.0017543859649122862,analysis only; promoted columns are NOT allowed for the deployed model
ambiguous,random_forest,3,0.8442239087066602,0.011232489812233813,0.8070401079861258,0.0371838007205344,0.17325913903701987,0.16886930983847287,0.004389829198546996,analysis only; promoted columns are NOT allowed for the deployed model
ambiguous,hist_gb,3,0.8470659074288012,0.01854933090757424,0.8108781248472464,0.03618778258155475,0.1750212535744648,0.1732630033232862,0.0017582502511785947,analysis only; promoted columns are NOT allowed for the deployed model
